,Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,longitude,latitude,complete_address,geopoint
21349,Starbucks,7874-82723,75th & Broadway,Company Owned,2140 Broadway,New York,NY,US,100238208,212-580-1141,GMT-05:00 America/New_York,-73.98,40.78,2140 Broadway New York,"{'type': 'Point', 'coordinates': [-73.98, 40.78]}"
21350,Starbucks,7353-835,One Penn Plaza,Company Owned,1 Penn Plaza,New York,NY,US,101190002,(212) 760-3001,GMT-05:00 America/New_York,-73.99,40.75,1 Penn Plaza New York,"{'type': 'Point', 'coordinates': [-73.99, 40.75]}"
21351,Starbucks,20759-207804,Broadway & Dyckman,Company Owned,4761 Broadway,New York,NY,US,10040,212-304-3632,GMT-05:00 America/New_York,-73.93,40.87,4761 Broadway New York,"{'type': 'Point', 'coordinates': [-73.93, 40.87]}"
21352,Starbucks,7788-64366,Broadway & Thames,Company Owned,115 Broadway,New York,NY,US,100061604,212-732-9268,GMT-05:00 America/New_York,-74.01,40.71,115 Broadway New York,"{'type': 'Point', 'coordinates': [-74.01, 40.71]}"
21353,Starbucks,8769-93576,43rd & Broadway,Company Owned,1500 Broadway,New York,NY,US,100364015,212-221-7515,GMT-05:00 America/New_York,-73.99,40.76,1500 Broadway New York,"{'type': 'Point', 'coordinates': [-73.99, 40.76]}"
21354,Starbucks,7245-595,57th Btwn Eighth & Ninth,Company Owned,322 West 57th Street,New York,NY,US,100193701,2123990714,GMT-05:00 America/New_York,-73.98,40.77,322 West 57th Street New York,"{'type': 'Point', 'coordinates': [-73.98, 40.77]}"
21355,Starbucks,17424-178284,100th & Columbus,Company Owned,"805 Columbus Avenue, 85 West 125th Street",New York,NY,US,10025,2122226582,GMT-05:00 America/New_York,-73.97,40.8,"805 Columbus Avenue, 85 West 125th Street New York","{'type': 'Point', 'coordinates': [-73.97, 40.8]}"
21356,Starbucks,7456-3949,125th & Lenox,Company Owned,77-83 West 125th Street,New York,NY,US,100274512,917-492-2454,GMT-05:00 America/New_York,-73.95,40.81,77-83 West 125th Street New York,"{'type': 'Point', 'coordinates': [-73.95, 40.81]}"
21357,Starbucks,75491-113947,Limited Brands-NYC,Licensed,1740 Broadway,New York,NY,US,100194315,nan,GMT-05:00 America/New_York,-73.98,40.77,1740 Broadway New York,"{'type': 'Point', 'coordinates': [-73.98, 40.77]}"
21358,Starbucks,7393-1367,49th btwn 8th & 9th,Company Owned,325 W 49th St,New York,NY,US,100197316,(212) 765-2205,GMT-05:00 America/New_York,-73.99,40.76,325 W 49th St New York,"{'type': 'Point', 'coordinates': [-73.99, 40.76]}"
21359,Starbucks,7285-1073,22nd & 6th,Company Owned,684 Avenue of the Americas,New York,NY,US,100105110,(212) 691-1948,GMT-05:00 America/New_York,-73.99,40.74,684 Avenue of the Americas New York,"{'type': 'Point', 'coordinates': [-73.99, 40.74]}"
21360,Starbucks,7444-3689,Rockefeller Center Subway,Company Owned,30 Rockefeller Plaza,New York,NY,US,101120015,(212) 397-7950,GMT-05:00 America/New_York,-73.98,40.76,30 Rockefeller Plaza New York,"{'type': 'Point', 'coordinates': [-73.98, 40.76]}"
